Date,Open,High,Low,Close,Adj Close,Volume
2017-08-04,75.500000,75.680000,74.940002,75.110001,69.551102,771500
2017-08-07,75.269997,75.559998,74.980003,75.010002,69.458511,483800
2017-08-08,75.089996,75.389999,74.970001,75.250000,69.680756,420500
2017-08-09,74.839996,76.279999,74.680000,76.250000,70.606728,577700
2017-08-10,76.029999,76.790001,75.589996,75.919998,70.301155,750700
2017-08-11,76.160004,76.379997,75.410004,75.500000,69.912247,673600
2017-08-14,75.959999,76.910004,75.940002,76.800003,71.116051,706500
2017-08-15,77.089996,77.199997,76.830002,77.000000,71.301254,782600
2017-08-16,77.300003,77.750000,77.029999,77.120003,71.412346,601700
2017-08-17,77.050003,77.440002,76.190002,76.279999,70.634521,560100
2017-08-18,76.129997,76.199997,74.620003,74.910004,69.365906,1542000
2017-08-21,74.900002,75.440002,74.669998,75.290001,69.717781,942500
2017-08-22,75.580002,76.669998,75.419998,76.440002,70.782684,693800
2017-08-23,76.129997,76.129997,75.610001,75.690002,70.088181,690200
2017-08-24,75.900002,75.900002,74.910004,74.940002,69.393692,854600
2017-08-25,75.250000,76.150002,75.250000,75.750000,70.143738,560400
2017-08-28,76.000000,76.150002,75.379997,75.629997,70.032616,546200
2017-08-29,75.129997,75.379997,74.870003,75.209999,69.643707,766300
2017-08-30,75.150002,75.529999,75.050003,75.080002,69.523338,585800
2017-08-31,75.169998,75.760002,75.169998,75.379997,69.801117,586700
2017-09-01,75.480003,75.690002,75.190002,75.370003,69.791855,550400
2017-09-05,75.370003,75.370003,73.699997,74.379997,68.875137,1049900
2017-09-06,74.639999,75.080002,74.150002,74.190002,68.699203,799500
2017-09-07,74.220001,74.349998,73.349998,73.720001,68.263985,1098100
2017-09-08,73.750000,74.750000,73.750000,74.349998,68.847359,842800
2017-09-11,74.639999,75.160004,74.059998,74.169998,68.680672,1443700
2017-09-12,73.900002,75.040001,73.769997,75.029999,69.477028,536400
2017-09-13,74.910004,75.089996,74.500000,74.739998,69.208496,644900
2017-09-14,74.339996,74.739998,74.300003,74.699997,69.524925,1198300
2017-09-15,74.730003,75.199997,74.410004,74.750000,69.571503,1423300
2017-09-18,74.809998,75.279999,74.610001,75.089996,69.887917,973700
2017-09-19,75.279999,76.440002,75.269997,76.320000,71.032692,882400
2017-09-20,75.889999,76.889999,75.660004,76.739998,71.423607,1076600
2017-09-21,76.830002,76.830002,75.379997,76.099998,70.827950,846300
2017-09-22,76.080002,76.669998,75.910004,76.419998,71.125786,473800
2017-09-25,76.430000,77.150002,75.900002,77.120003,71.777306,886300
2017-09-26,77.470001,77.500000,76.330002,76.370003,71.079239,519600
2017-09-27,76.860001,77.459999,76.699997,77.129997,71.786598,577800
2017-09-28,77.099998,78.309998,76.980003,77.629997,72.251953,699900
2017-09-29,77.570000,77.830002,77.010002,77.570000,72.196106,572700
2017-10-02,77.669998,77.820000,77.150002,77.790001,72.400871,693100
2017-10-03,77.620003,78.000000,77.150002,77.750000,72.363640,856900
2017-10-04,77.540001,77.650002,77.110001,77.570000,72.196106,678600
2017-10-05,77.730003,78.070000,77.419998,77.650002,72.270569,708200
2017-10-06,77.730003,77.849998,73.709999,73.900002,68.780365,2600800
2017-10-09,73.500000,75.300003,73.430000,74.500000,69.338806,2026200
2017-10-10,74.339996,74.790001,73.639999,74.559998,69.394630,1245300
2017-10-11,74.660004,75.690002,74.379997,75.629997,70.390511,1368500
2017-10-12,75.709999,75.750000,74.720001,74.910004,69.720390,1308300
2017-10-13,74.800003,74.949997,74.099998,74.339996,69.189880,1148700
2017-10-16,74.339996,74.500000,73.750000,74.110001,68.975830,912400
2017-10-17,74.190002,74.910004,73.980003,74.709999,69.534248,981600
2017-10-18,74.680000,74.919998,74.190002,74.599998,69.431862,1691900
2017-10-19,73.930000,74.040001,72.410004,72.940002,67.886864,1995200
2017-10-20,73.019997,73.470001,72.199997,72.919998,67.868248,1934100
2017-10-23,72.879997,73.580002,72.629997,73.489998,68.398773,1300500
2017-10-24,73.750000,73.940002,73.239998,73.449997,68.361534,1325500
2017-10-25,72.709999,73.620003,72.349998,72.440002,67.421494,1951100
2017-10-26,72.610001,72.870003,72.010002,72.290001,67.281891,1463800
2017-10-27,72.660004,72.660004,71.769997,72.339996,67.328430,1321500
2017-10-30,72.290001,73.129997,72.059998,72.400002,67.384285,1894900
2017-10-31,72.400002,72.839996,71.949997,72.650002,67.616974,1027600
2017-11-01,73.019997,73.019997,72.360001,72.410004,67.393593,725100
2017-11-02,72.339996,73.430000,72.070000,73.169998,68.100929,1063900
2017-11-03,73.089996,73.139999,72.330002,72.400002,67.384285,686500
2017-11-06,72.220001,72.459999,71.830002,71.970001,66.984055,627300
2017-11-07,71.800003,72.769997,71.650002,72.019997,67.030594,1211200
2017-11-08,72.120003,72.910004,71.949997,72.739998,67.700729,633600
2017-11-09,72.559998,73.790001,72.150002,73.730003,68.622147,1001400
2017-11-10,73.449997,73.760002,72.949997,73.570000,68.473213,1196000
2017-11-13,73.639999,75.889999,73.320000,75.410004,70.185753,1349600
2017-11-14,75.309998,76.010002,75.029999,75.970001,70.706947,1073100
2017-11-15,75.930000,76.440002,75.650002,75.930000,70.669731,1292300
2017-11-16,76.000000,76.239998,75.790001,75.970001,70.706947,901300
2017-11-17,76.000000,76.180000,75.760002,75.949997,70.688332,1043800
2017-11-20,75.949997,77.150002,75.949997,76.889999,71.563217,1048000
2017-11-21,77.129997,77.360001,76.930000,77.239998,71.888969,769000
2017-11-22,77.370003,77.370003,76.970001,77.169998,71.823814,746600
2017-11-24,77.300003,77.430000,77.080002,77.250000,71.898277,236600
2017-11-27,77.480003,77.739998,77.080002,77.230003,71.879677,405600
2017-11-28,77.449997,78.419998,77.080002,78.339996,72.912758,980300
2017-11-29,78.550003,79.680000,78.309998,78.559998,73.117516,1347500
2017-11-30,78.980003,79.849998,78.699997,79.160004,73.675941,1094800
2017-12-01,79.459999,79.720001,78.750000,79.260002,73.769043,752200
2017-12-04,80.000000,80.000000,78.690002,78.930000,73.461884,1146600
2017-12-05,78.900002,79.139999,78.209999,78.510002,73.070984,842000
2017-12-06,78.739998,79.169998,78.129997,78.320000,72.894150,686000
2017-12-07,78.379997,78.540001,76.760002,77.790001,72.400871,1103900
2017-12-08,77.940002,78.809998,77.480003,78.779999,73.322296,667500
2017-12-11,79.199997,80.139999,78.989998,79.220001,73.731789,907700
2017-12-12,79.209999,79.629997,78.839996,79.269997,73.778336,703400
2017-12-13,79.260002,79.500000,78.129997,78.209999,72.791771,695400
2017-12-14,78.099998,78.489998,77.360001,77.470001,72.455086,567200
2017-12-15,77.940002,78.110001,77.320000,77.510002,72.492477,1337500
2017-12-18,77.849998,77.900002,76.849998,76.970001,71.987457,772100
2017-12-19,77.070000,77.320000,76.010002,76.110001,71.183128,1047700
2017-12-20,76.379997,76.720001,74.949997,75.050003,70.191742,861900
2017-12-21,75.290001,75.709999,75.129997,75.400002,70.519066,799500
2017-12-22,75.610001,76.129997,75.349998,76.089996,71.164398,796500
2017-12-26,76.250000,76.250000,75.839996,76.129997,71.201828,520700
2017-12-27,76.180000,76.830002,76.029999,76.339996,71.398232,662800
2017-12-28,76.349998,76.739998,76.300003,76.669998,71.706863,469800
2017-12-29,76.800003,77.169998,76.599998,76.830002,71.856514,923300
2018-01-02,77.150002,77.320000,76.470001,76.739998,71.772324,1129000
2018-01-03,76.639999,77.870003,76.580002,77.660004,72.632782,1013700
2018-01-04,77.639999,78.959999,77.540001,78.690002,73.596085,980900
2018-01-05,79.010002,79.550003,78.699997,79.209999,74.082428,933500
2018-01-08,79.260002,80.529999,79.199997,79.959999,74.783905,848200
2018-01-09,80.150002,80.750000,80.089996,80.169998,74.980286,603900
2018-01-10,80.400002,81.379997,80.139999,81.230003,75.971680,929500
2018-01-11,81.300003,81.300003,79.959999,80.459999,75.251541,726600
2018-01-12,80.709999,81.550003,80.260002,81.430000,76.158730,923400
2018-01-16,81.879997,82.150002,80.230003,80.419998,75.214104,718800
2018-01-17,80.830002,80.830002,80.320000,80.459999,75.251541,681100
2018-01-18,80.199997,80.239998,78.900002,79.830002,74.662308,1722800
2018-01-19,79.959999,80.339996,79.830002,80.070000,74.886772,675600
2018-01-22,80.400002,80.660004,80.110001,80.629997,75.410522,812800
2018-01-23,80.690002,80.849998,79.790001,80.209999,75.017700,477100
2018-01-24,80.519997,81.320000,79.930000,81.169998,75.915558,799300
2018-01-25,81.279999,81.849998,80.849998,81.180000,75.924919,730800
2018-01-26,81.400002,81.400002,80.769997,81.360001,76.093269,502900
2018-01-29,81.360001,82.339996,81.260002,81.650002,76.364494,1568100
2018-01-30,81.489998,82.220001,81.370003,81.849998,76.551544,1486000
2018-01-31,82.050003,83.290001,80.529999,80.910004,75.672386,1800700
2018-02-01,80.309998,82.160004,80.150002,81.370003,76.102615,1277900
2018-02-02,81.040001,81.800003,80.279999,80.339996,75.139290,1496000
2018-02-05,79.589996,80.980003,77.199997,77.470001,72.455086,2095700
2018-02-06,74.910004,78.010002,72.980003,77.720001,72.688889,2973800
2018-02-07,77.519997,78.650002,77.239998,77.269997,72.268021,1454100
2018-02-08,77.169998,77.930000,74.800003,75.209999,70.341385,1653500
2018-02-09,75.220001,76.660004,73.830002,76.110001,71.183128,1677700
2018-02-12,77.050003,78.139999,77.040001,77.559998,72.539246,1139400
2018-02-13,77.379997,78.660004,77.059998,78.500000,73.418404,855200
2018-02-14,78.199997,79.860001,77.900002,79.760002,74.596840,1245900
2018-02-15,80.440002,80.680000,78.599998,80.379997,75.176704,876800
2018-02-16,79.919998,80.300003,78.860001,79.019997,73.904747,1073300
2018-02-20,78.849998,80.440002,78.550003,78.800003,73.698982,1158800
2018-02-21,79.059998,80.660004,78.839996,79.120003,73.998268,895500
2018-02-22,79.320000,79.660004,77.959999,78.199997,73.137825,490600
2018-02-23,78.660004,80.500000,78.519997,80.480003,75.270233,1438800
2018-02-26,81.080002,81.720001,80.660004,81.660004,76.373833,1130000
2018-02-27,81.739998,82.540001,81.230003,81.690002,76.401909,1047300
2018-02-28,82.129997,82.709999,80.739998,80.750000,75.522758,706400
2018-03-01,81.000000,81.000000,79.220001,79.599998,74.447205,660200
2018-03-02,79.279999,80.779999,79.050003,80.589996,75.373108,461200
2018-03-05,80.190002,81.940002,79.989998,81.769997,76.476723,541300
2018-03-06,82.570000,84.470001,82.040001,83.910004,78.478180,1232700
2018-03-07,83.050003,84.110001,83.029999,83.949997,78.515579,555000
2018-03-08,84.220001,85.010002,83.639999,84.860001,79.366707,629000
2018-03-09,85.410004,86.669998,85.089996,86.529999,80.928589,680500
2018-03-12,86.720001,87.000000,85.180000,85.889999,80.330017,829200
2018-03-13,86.470001,86.470001,85.019997,85.250000,79.731461,478800
2018-03-14,85.599998,85.639999,84.099998,84.370003,78.908417,548600
2018-03-15,84.360001,84.360001,83.540001,84.080002,78.992973,658100
2018-03-16,84.190002,84.489998,83.559998,83.970001,78.889618,1210400
2018-03-19,83.919998,84.199997,82.860001,83.620003,78.560799,490900
2018-03-20,84.010002,84.739998,83.730003,84.150002,79.058731,908800
2018-03-21,84.120003,84.889999,83.989998,84.209999,79.115105,544500
2018-03-22,83.610001,84.129997,81.919998,82.019997,77.057610,684700
2018-03-23,82.209999,82.650002,80.620003,80.720001,75.836266,720300
2018-03-26,81.940002,83.709999,81.769997,83.500000,78.448082,850100
2018-03-27,83.709999,84.459999,81.389999,81.919998,76.963654,1379800
2018-03-28,81.940002,84.730003,81.940002,83.489998,78.438675,1489300
2018-03-29,84.370003,86.610001,84.019997,86.220001,81.003494,1436000
2018-04-02,86.220001,86.410004,84.459999,85.529999,80.355240,1627600
2018-04-03,85.580002,86.709999,85.099998,86.650002,81.407486,1639100
2018-04-04,85.410004,86.400002,85.139999,86.220001,81.003494,1274200
2018-04-05,86.500000,86.940002,86.010002,86.309998,81.088043,1058100
2018-04-06,85.900002,86.190002,84.489998,85.199997,80.045204,936000
2018-04-09,85.459999,86.660004,84.959999,85.290001,80.129753,599400
2018-04-10,86.139999,86.410004,85.029999,85.949997,80.749825,795000
2018-04-11,85.330002,86.220001,85.160004,85.750000,80.561920,762700
2018-04-12,85.559998,87.029999,85.559998,86.620003,81.379295,828600
2018-04-13,86.820000,86.930000,85.690002,85.930000,80.731041,566400
2018-04-16,86.500000,86.980003,85.809998,85.980003,80.778023,773800
2018-04-17,86.480003,86.839996,85.769997,85.900002,80.702858,1326500
2018-04-18,86.349998,86.349998,85.599998,85.650002,80.467987,853300
2018-04-19,85.940002,87.230003,85.730003,86.940002,81.679932,670100
2018-04-20,87.000000,87.660004,86.750000,87.419998,82.130898,1032800
2018-04-23,87.419998,87.589996,86.389999,86.949997,81.689331,767600
2018-04-24,87.320000,87.660004,85.849998,86.250000,81.031677,1758800
2018-04-25,86.320000,87.970001,85.870003,87.790001,82.478508,1097400
2018-04-26,88.349998,88.680000,87.419998,88.160004,82.826118,1368600
2018-04-27,88.320000,88.949997,87.750000,88.800003,83.427399,1017600
2018-04-30,88.900002,89.760002,88.320000,88.320000,82.976440,860300
2018-05-01,88.010002,89.059998,87.959999,89.010002,83.624695,687700
2018-05-02,88.510002,89.300003,87.500000,87.910004,82.591255,1345600
2018-05-03,87.650002,88.180000,84.959999,86.010002,80.806206,1750000
2018-05-04,85.769997,88.129997,85.580002,87.699997,82.393959,1015300
2018-05-07,87.720001,88.980003,87.599998,88.660004,83.295868,1025800
2018-05-08,88.720001,89.110001,88.239998,88.360001,83.014015,916600
2018-05-09,88.510002,90.330002,88.040001,90.089996,84.639359,640100
2018-05-10,90.110001,90.959999,89.790001,90.370003,84.902420,722400
2018-05-11,90.370003,90.889999,90.160004,90.540001,85.062141,599100
2018-05-14,90.800003,91.209999,90.040001,90.400002,84.930595,801000
2018-05-15,90.059998,90.970001,89.750000,89.949997,84.507820,805700
2018-05-16,89.949997,90.709999,89.379997,90.239998,84.780273,763100
2018-05-17,89.970001,90.709999,89.690002,90.570000,85.090302,510000
2018-05-18,90.400002,90.610001,90.019997,90.070000,84.620560,994300
2018-05-21,90.320000,91.360001,90.320000,91.209999,85.691597,475600
2018-05-22,91.220001,91.940002,90.500000,91.510002,85.973450,979000
2018-05-23,91.059998,91.930000,90.750000,91.889999,86.330444,661600
2018-05-24,91.769997,92.720001,91.080002,92.610001,87.006889,1393400
2018-05-25,92.419998,92.900002,92.070000,92.779999,87.166603,1082500
2018-05-29,92.230003,92.879997,91.610001,92.199997,86.621696,902500
2018-05-30,92.870003,94.330002,92.769997,93.440002,87.786682,1407500
2018-05-31,93.290001,93.980003,91.650002,91.860001,86.302261,1274800
2018-06-01,92.639999,93.019997,91.849998,92.089996,86.518341,1598600
2018-06-04,92.500000,93.410004,92.330002,93.110001,87.476624,1577200
2018-06-05,93.209999,93.690002,92.820000,93.300003,87.655151,963500
2018-06-06,93.480003,94.919998,93.339996,94.870003,89.130142,1166000
2018-06-07,94.739998,95.709999,94.709999,95.230003,89.468376,1272200
2018-06-08,95.260002,95.389999,92.769997,95.129997,89.374405,904800
2018-06-11,95.279999,95.589996,95.029999,95.110001,89.355629,516800
2018-06-12,95.370003,95.599998,94.739998,95.320000,89.552933,646500
2018-06-13,95.400002,96.190002,95.199997,95.309998,89.543533,688200
2018-06-14,95.389999,95.790001,94.650002,94.769997,89.449142,493800
2018-06-15,94.570000,95.099998,94.010002,94.919998,89.590714,853900
2018-06-18,94.400002,94.860001,94.120003,94.209999,88.920586,749200
2018-06-19,93.669998,94.070000,93.209999,93.989998,88.712944,876400
2018-06-20,94.309998,94.669998,93.820000,93.889999,88.618553,1059700
2018-06-21,94.110001,94.680000,93.169998,94.129997,88.845070,1055700
2018-06-22,94.370003,94.510002,93.169998,93.599998,88.344833,1424500
2018-06-25,93.139999,93.629997,91.099998,91.870003,86.711967,1222400
2018-06-26,91.709999,92.290001,91.239998,91.650002,86.504303,840500
2018-06-27,91.900002,92.690002,91.050003,91.120003,86.004082,926900
2018-06-28,91.089996,91.849998,90.660004,91.550003,86.409927,831300
2018-06-29,91.839996,92.570000,91.239998,91.269997,86.145653,868700
2018-07-02,91.290001,92.470001,90.800003,91.669998,86.523193,573500
2018-07-03,92.919998,92.919998,89.989998,90.139999,85.079094,505300
2018-07-05,90.320000,90.879997,89.760002,90.330002,85.258400,616700
2018-07-06,90.360001,90.709999,89.699997,90.110001,85.050774,791700
2018-07-09,90.400002,91.529999,90.400002,91.180000,86.060699,733700
2018-07-10,90.779999,91.440002,90.629997,90.760002,85.664284,820800
2018-07-11,90.309998,91.570000,90.309998,91.379997,86.249466,731200
2018-07-12,91.940002,93.570000,91.830002,93.370003,88.127762,1184400
2018-07-13,93.230003,93.519997,92.669998,93.110001,87.882347,608700
2018-07-16,93.160004,94.410004,93.160004,93.889999,88.618553,493100
2018-07-17,93.550003,94.500000,93.320000,94.449997,89.147102,789200
2018-07-18,94.519997,95.650002,94.400002,95.589996,90.223106,528500
2018-07-19,95.139999,95.879997,94.900002,95.000000,89.666229,574900
2018-07-20,94.730003,95.080002,94.300003,95.000000,89.666229,484900
2018-07-23,94.800003,95.550003,94.750000,95.510002,90.147591,763800
2018-07-24,95.660004,95.660004,95.050003,95.230003,89.883316,1219000
2018-07-25,94.000000,94.290001,92.309998,94.110001,88.826202,1204700
2018-07-26,94.070000,94.610001,93.870003,94.059998,88.779007,911100
2018-07-27,94.339996,95.889999,94.339996,95.680000,90.308060,1246800
2018-07-30,95.760002,95.820000,92.330002,92.510002,87.316025,1274200
2018-07-31,93.070000,93.540001,90.570000,91.400002,86.268356,1316900
2018-08-01,91.610001,92.930000,91.360001,91.389999,86.258919,849000
2018-08-02,90.900002,92.180000,90.580002,91.750000,86.598701,736800
2018-08-03,91.750000,91.970001,90.930000,91.489998,86.353294,605800
2018-08-06,91.400002,92.010002,91.309998,91.940002,86.778030,478400
2018-08-07,92.330002,93.570000,92.180000,93.349998,88.108864,748300
2018-08-08,93.470001,93.620003,92.809998,92.959999,87.740776,499100
2018-08-09,93.000000,93.620003,92.639999,92.820000,87.608620,438900
2018-08-10,92.209999,93.589996,91.639999,92.120003,86.947914,897800
2018-08-13,92.239998,93.349998,91.500000,92.000000,86.834671,579200
2018-08-14,92.220001,92.730003,92.180000,92.559998,87.363213,882000
2018-08-15,92.070000,93.059998,91.820000,92.099998,86.929047,603600
